Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
 ,,,,,,,,,,,
ADPT,ADEPTUS HEALTH INC CLASS A,Equity,0.0155,7.51,614843,"$4,617,471",4617470.93,,BNBPLY5,US0068551003,New York Stock Exchange Inc.
CRAY,CRAY INC.,Equity,0.0004,21.3,5122,"$109,099",109098.6,,B16NWY7,US2252233042,NASDAQ
FNBC,FIRST NBC BANK HOLDING,Equity,0.0117,4.75,729555,"$3,465,386",3465386.25,,B8W67N3,US32115D1063,NASDAQ
GRB,GERBER SCIENTIFIC ESCROW,Equity,0,0.01,349019,"$3,490",3490.19,,2BVFC92,US37373ESC56,New York Stock Exchange Inc.
HOS,HORNBECK OFFSHORE SERVICES INC.,Equity,0.0159,4.66,1014323,"$4,726,745",4726745.18,,B00G814,US4405431069,New York Stock Exchange Inc.
MSFUT,CASH COLLATERAL MSFUT USD,Cash Collateral and Margins,0.008,100,2362000,"$2,362,000",2362000,,-,-,-
RTAH7,RUSSELL 2000 EMINI ICE MAR 17,Futures,0,1397.6,644,$0,45002720,,-,-,Ice Futures U.S.
SMRT,STEIN MART INC.,Equity,0.016,3.64,1307140,"$4,757,990",4757989.6,,2844422,US8583751081,NASDAQ
TDW,TIDEWATER INC.,Equity,0.0088,1.38,1892690,"$2,611,912",2611912.2,,2891859,US8864231027,New York Stock Exchange Inc.
USD,USD CASH,Cash,-0.2946,100,-87551193,"-$87,551,193",-87551192.67,,-,-,-
